          #r                      g1                      g12
  0.5456000000000000E+02  0.9279505972419307E-48  0.1274733434667962E-45
  0.5464000000000000E+02  0.7093327119097661E-48  0.9888549498404638E-46
  0.5472000000000000E+02  0.5420060934289573E-48  0.7668065254971144E-46
  0.5480000000000000E+02  0.4139876614236395E-48  0.5944002619849191E-46
  0.5488000000000000E+02  0.3160819338456295E-48  0.4605875119316626E-46
  0.5496000000000000E+02  0.2412353774066189E-48  0.3567675038949491E-46
  0.5504000000000000E+02  0.1840396377465804E-48  0.2762475127569725E-46
  0.5512000000000000E+02  0.1403494740447099E-48  0.2138215182472591E-46
  0.5520000000000000E+02  0.1069890317074231E-48  0.1654414690912050E-46
  0.5528000000000000E+02  0.8152611972362135E-49  0.1279608964401670E-46
  0.5536000000000000E+02  0.6209881824388658E-49  0.9893502950711985E-47
  0.5544000000000000E+02  0.4728233835576710E-49  0.7646502057815257E-47
  0.5552000000000000E+02  0.3598683107829174E-49  0.5907659160099263E-47
  0.5560000000000000E+02  0.2737898298921686E-49  0.4562553205170767E-47
  0.5568000000000000E+02  0.2082188609565893E-49  0.3522413472049629E-47
  0.5576000000000000E+02  0.1582894130272244E-49  0.2718395210927538E-47
  0.5584000000000000E+02  0.1202853451509875E-49  0.2097126950856413E-47
  0.5592000000000000E+02  0.9136978786630967E-50  0.1617248286683313E-47
  0.5600000000000000E+02  0.6937796586122332E-50  0.1246718838289666E-47
  0.5608000000000000E+02  0.5265862997788549E-50  0.9607274041177011E-48
  0.5616000000000000E+02  0.3995274259191265E-50  0.7400680607264342E-48
  0.5624000000000000E+02  0.3030070172934849E-50  0.5698794038782209E-48
  0.5632000000000000E+02  0.2297141899608619E-50  0.4386660952705723E-48
  0.5640000000000000E+02  0.1740812546784841E-50  0.3375397895654610E-48
  0.5648000000000000E+02  0.1318697675975302E-50  0.2596304773153135E-48
  0.5656000000000000E+02  0.9985447238031628E-51  0.1996301574936615E-48
  0.5664000000000000E+02  0.7558208175694327E-51  0.1534392260884064E-48
  0.5672000000000000E+02  0.5718725167901234E-51  0.1178925639301099E-48
  0.5680000000000000E+02  0.4325224451638965E-51  0.9054744101757566E-49
  0.5688000000000000E+02  0.3269995245688835E-51  0.6951934881918777E-49
  0.5696000000000000E+02  0.2471238383091013E-51  0.5335497824829097E-49
  0.5704000000000000E+02  0.1866857668790880E-51  0.4093397572199629E-49
  0.5712000000000000E+02  0.1409732861060742E-51  0.3139298613546182E-49
  0.5720000000000000E+02  0.1064122157545732E-51  0.2406694915087836E-49
  0.5728000000000000E+02  0.8029254007503474E-52  0.1844374697261428E-49
  0.5736000000000000E+02  0.6056029134239780E-52  0.1412918023978927E-49
  0.5744000000000000E+02  0.4565935395445072E-52  0.1081993024834976E-49
  0.5752000000000000E+02  0.3441126329111836E-52  0.8282694336725716E-50
  0.5760000000000000E+02  0.2592391081187510E-52  0.6338091101020713E-50
  0.5768000000000000E+02  0.1952223195486825E-52  0.4848249718999391E-50
  0.5776000000000000E+02  0.1469560487033873E-52  0.3707243712650054E-50
  0.5784000000000000E+02  0.1105794719904278E-52  0.2833720017433419E-50
  0.5792000000000000E+02  0.8317457784398645E-53  0.2165221719897386E-50
  0.5800000000000000E+02  0.6253681321755895E-53  0.1653816954425555E-50
  0.5808000000000000E+02  0.4700130707043705E-53  0.1262734727840412E-50
  0.5816000000000000E+02  0.3531125656265957E-53  0.9637766965635686E-51
  0.5824000000000000E+02  0.2651828641819967E-53  0.7353266758244275E-51
  0.5832000000000000E+02  0.1990704460269251E-53  0.5608204186669256E-51
  0.5840000000000000E+02  0.1493816216839782E-53  0.4275696801344466E-51
  0.5848000000000000E+02  0.1120512221959078E-53  0.3258588828444304E-51
  0.5856000000000000E+02  0.8401659447918429E-54  0.2482514532542104E-51
  0.5864000000000000E+02  0.6297129109288424E-54  0.1890573642140165E-51
  0.5872000000000000E+02  0.4717904756854530E-54  0.1439245745272119E-51
  0.5880000000000000E+02  0.3533334782723816E-54  0.1095256547687624E-51
  0.5888000000000000E+02  0.2645144829526710E-54  0.8331751393172410E-52
  0.5896000000000000E+02  0.1979443777842271E-54  0.6335724443072742E-52
  0.5904000000000000E+02  0.1480696104686607E-54  0.4816103188342828E-52
  0.5912000000000000E+02  0.1107178757056496E-54  0.3659609987576797E-52
  0.5920000000000000E+02  0.8275583082122176E-55  0.2779798620982499E-52
  0.5928000000000000E+02  0.6183131876965808E-55  0.2110723613469358E-52
  0.5936000000000000E+02  0.4617931256378652E-55  0.1602097333669957E-52
  0.5944000000000000E+02  0.3447588835217099E-55  0.1215586628699629E-52
  0.5952000000000000E+02  0.2572838437875413E-55  0.9219819339689269E-53
  0.5960000000000000E+02  0.1919281216747993E-55  0.6990341312154243E-53
  0.5968000000000000E+02  0.1431178352126523E-55  0.5298022726740679E-53
  0.5976000000000000E+02  0.1066787582416951E-55  0.4013919987248878E-53
  0.5984000000000000E+02  0.7948610075394478E-56  0.3039926312281433E-53
  0.5992000000000000E+02  0.5920160511962283E-56  0.2301425102754736E-53
  0.6000000000000000E+02  0.4407626835338996E-56  0.1741686847037054E-53
  0.6008000000000000E+02  0.3280236849829279E-56  0.1317597397034247E-53
  0.6016000000000000E+02  0.2440251764690164E-56  0.9964024965177827E-54
  0.6024000000000000E+02  0.1814651013972237E-56  0.7532277324094441E-54
  0.6032000000000000E+02  0.1348902761457158E-56  0.5691899257932188E-54
  0.6040000000000000E+02  0.1002298821252232E-56  0.4299594611379250E-54
  0.6048000000000000E+02  0.7444625289546478E-57  0.3246662987125185E-54
  0.6056000000000000E+02  0.5527356989320469E-57  0.2450678259611487E-54
  0.6064000000000000E+02  0.4102241597279490E-57  0.1849161179733767E-54
  0.6072000000000000E+02  0.3043364716324549E-57  0.1394770044607005E-54
  0.6080000000000000E+02  0.2256918186903196E-57  0.1051646602871333E-54
  0.6088000000000000E+02  0.1673041365905210E-57  0.7926407506622812E-55
  0.6096000000000000E+02  0.1239728512432837E-57  0.5972034715864788E-55
  0.6104000000000000E+02  0.9182808933707728E-58  0.4497877249333970E-55
  0.6112000000000000E+02  0.6799133277025456E-58  0.3386352905968309E-55
  0.6120000000000000E+02  0.5032231459052987E-58  0.2548567657474402E-55
  0.6128000000000000E+02  0.3723031496385799E-58  0.1917341389510226E-55
  0.6136000000000000E+02  0.2753352780301588E-58  0.1441922934321178E-55
  0.6144000000000000E+02  0.2035429467297420E-58  0.1083986733746215E-55
  0.6152000000000000E+02  0.1504108975927864E-58  0.8146014787453081E-56
  0.6160000000000000E+02  0.1111044864132143E-58  0.6119356064873225E-56
  0.6168000000000000E+02  0.8203759821134035E-59  0.4595211983297571E-56
  0.6176000000000000E+02  0.6055127970031070E-59  0.3449408808082494E-56
  0.6184000000000000E+02  0.4467481499363227E-59  0.2588350403984950E-56
  0.6192000000000000E+02  0.3294816613604895E-59  0.1941514996578405E-56
  0.6200000000000000E+02  0.2429007073383078E-59  0.1455786546145894E-56
  0.6208000000000000E+02  0.1790009597849887E-59  0.1091173774733796E-56
  0.6216000000000000E+02  0.1318593673147073E-59  0.8175783788416305E-57
  0.6224000000000000E+02  0.9709473111283811E-60  0.6123562154209852E-57
  0.6232000000000000E+02  0.7146763109486711E-60  0.4584775883080929E-57
  0.6240000000000000E+02  0.5258382312003560E-60  0.3431399898048747E-57
  0.6248000000000000E+02  0.3867443499190450E-60  0.2567224174172473E-57
  0.6256000000000000E+02  0.2843314139439679E-60  0.1919974602929074E-57
  0.6264000000000000E+02  0.2089559584149096E-60  0.1435378376105979E-57
  0.6272000000000000E+02  0.1535018883183252E-60  0.1072695685792828E-57
  0.6280000000000000E+02  0.1127201953895080E-60  0.8013567182469485E-58
  0.6288000000000000E+02  0.8274062388874827E-61  0.5984314900849252E-58
  0.6296000000000000E+02  0.6071065206802702E-61  0.4467269951630272E-58
  0.6304000000000000E+02  0.4452870361476683E-61  0.3333566726840517E-58
  0.6312000000000000E+02  0.3264707322605167E-61  0.2486653650862306E-58
  0.6320000000000000E+02  0.2392640793536231E-61  0.1854217315152566E-58
  0.6328000000000000E+02  0.1752830011500860E-61  0.1382118071605589E-58
  0.6336000000000000E+02  0.1283604248338407E-61  0.1029837812719863E-58
  0.6344000000000000E+02  0.9396184567315787E-62  0.7670641608173488E-59
  0.6352000000000000E+02  0.6875447653619945E-62  0.5711283445851163E-59
  0.6360000000000000E+02  0.5028974907707116E-62  0.4250841344578561E-59
  0.6368000000000000E+02  0.3676943912860859E-62  0.3162679849307522E-59
  0.6376000000000000E+02  0.2687346022355332E-62  0.2352202546637439E-59
  0.6384000000000000E+02  0.1963311552205891E-62  0.1748772614744649E-59
  0.6392000000000000E+02  0.1433784569224360E-62  0.1299664062120749E-59
  0.6400000000000000E+02  0.1046664826927565E-62  0.9655349748187975E-60
