         #eta                     f1                      f12
  0.5456000000000000E+02  0.4461806230156632E-10  0.2751128326440368E-11
  0.5464000000000000E+02  0.4410004051773256E-10  0.2719150178033360E-11
  0.5472000000000000E+02  0.4358875521094697E-10  0.2687587061701489E-11
  0.5480000000000000E+02  0.4308410974496348E-10  0.2656432997933013E-11
  0.5488000000000000E+02  0.4258600899608361E-10  0.2625682102297396E-11
  0.5496000000000000E+02  0.4209435932744409E-10  0.2595328583793446E-11
  0.5504000000000000E+02  0.4160906856378013E-10  0.2565366743228441E-11
  0.5512000000000000E+02  0.4113004596665468E-10  0.2535790971627687E-11
  0.5520000000000000E+02  0.4065720221014463E-10  0.2506595748673850E-11
  0.5528000000000000E+02  0.4019044935697433E-10  0.2477775641175474E-11
  0.5536000000000000E+02  0.3972970083508757E-10  0.2449325301564072E-11
  0.5544000000000000E+02  0.3927487141464975E-10  0.2421239466419294E-11
  0.5552000000000000E+02  0.3882587718547008E-10  0.2393512955021508E-11
  0.5560000000000000E+02  0.3838263553483790E-10  0.2366140667931346E-11
  0.5568000000000000E+02  0.3794506512576221E-10  0.2339117585595571E-11
  0.5576000000000000E+02  0.3751308587560810E-10  0.2312438766978853E-11
  0.5584000000000000E+02  0.3708661893512193E-10  0.2286099348220834E-11
  0.5592000000000000E+02  0.3666558666783675E-10  0.2260094541318064E-11
  0.5600000000000000E+02  0.3624991262985133E-10  0.2234419632830255E-11
  0.5608000000000000E+02  0.3583952154997497E-10  0.2209069982610394E-11
  0.5616000000000000E+02  0.3543433931023115E-10  0.2184041022558257E-11
  0.5624000000000000E+02  0.3503429292671218E-10  0.2159328255396821E-11
  0.5632000000000000E+02  0.3463931053077938E-10  0.2134927253471182E-11
  0.5640000000000000E+02  0.3424932135060036E-10  0.2110833657569461E-11
  0.5648000000000000E+02  0.3386425569301813E-10  0.2087043175765326E-11
  0.5656000000000000E+02  0.3348404492574458E-10  0.2063551582281692E-11
  0.5664000000000000E+02  0.3310862145987305E-10  0.2040354716375152E-11
  0.5672000000000000E+02  0.3273791873270225E-10  0.2017448481240774E-11
  0.5680000000000000E+02  0.3237187119086740E-10  0.1994828842936834E-11
  0.5688000000000000E+02  0.3201041427377071E-10  0.1972491829329120E-11
  0.5696000000000000E+02  0.3165348439730692E-10  0.1950433529054405E-11
  0.5704000000000000E+02  0.3130101893787705E-10  0.1928650090502725E-11
  0.5712000000000000E+02  0.3095295621668586E-10  0.1907137720818097E-11
  0.5720000000000000E+02  0.3060923548431646E-10  0.1885892684917318E-11
  0.5728000000000000E+02  0.3026979690557790E-10  0.1864911304526483E-11
  0.5736000000000000E+02  0.2993458154461897E-10  0.1844189957234897E-11
  0.5744000000000000E+02  0.2960353135030509E-10  0.1823725075566032E-11
  0.5752000000000000E+02  0.2927658914185125E-10  0.1803513146065203E-11
  0.5760000000000000E+02  0.2895369859470780E-10  0.1783550708403644E-11
  0.5768000000000000E+02  0.2863480422669273E-10  0.1763834354498648E-11
  0.5776000000000000E+02  0.2831985138436742E-10  0.1744360727649500E-11
  0.5784000000000000E+02  0.2800878622964948E-10  0.1725126521688861E-11
  0.5792000000000000E+02  0.2770155572665975E-10  0.1706128480149333E-11
  0.5800000000000000E+02  0.2739810762879776E-10  0.1687363395444890E-11
  0.5808000000000000E+02  0.2709839046604234E-10  0.1668828108066913E-11
  0.5816000000000000E+02  0.2680235353247255E-10  0.1650519505794548E-11
  0.5824000000000000E+02  0.2650994687400463E-10  0.1632434522919087E-11
  0.5832000000000000E+02  0.2622112127634192E-10  0.1614570139482140E-11
  0.5840000000000000E+02  0.2593582825313214E-10  0.1596923380527312E-11
  0.5848000000000000E+02  0.2565402003432973E-10  0.1579491315365137E-11
  0.5856000000000000E+02  0.2537564955475846E-10  0.1562271056851006E-11
  0.5864000000000000E+02  0.2510067044287097E-10  0.1545259760675881E-11
  0.5872000000000000E+02  0.2482903700970113E-10  0.1528454624669486E-11
  0.5880000000000000E+02  0.2456070423800642E-10  0.1511852888115801E-11
  0.5888000000000000E+02  0.2429562777159592E-10  0.1495451831080597E-11
  0.5896000000000000E+02  0.2403376390484121E-10  0.1479248773750794E-11
  0.5904000000000000E+02  0.2377506957236615E-10  0.1463241075785405E-11
  0.5912000000000000E+02  0.2351950233891278E-10  0.1447426135677865E-11
  0.5920000000000000E+02  0.2326702038937980E-10  0.1431801390129532E-11
  0.5928000000000000E+02  0.2301758251903053E-10  0.1416364313434132E-11
  0.5936000000000000E+02  0.2277114812386711E-10  0.1401112416872955E-11
  0.5944000000000000E+02  0.2252767719116819E-10  0.1386043248120607E-11
  0.5952000000000000E+02  0.2228713029018669E-10  0.1371154390661106E-11
  0.5960000000000000E+02  0.2204946856300532E-10  0.1356443463214145E-11
  0.5968000000000000E+02  0.2181465371554612E-10  0.1341908119171309E-11
  0.5976000000000000E+02  0.2158264800873196E-10  0.1327546046042091E-11
  0.5984000000000000E+02  0.2135341424979713E-10  0.1313354964909496E-11
  0.5992000000000000E+02  0.2112691578374365E-10  0.1299332629895084E-11
  0.6000000000000000E+02  0.2090311648494178E-10  0.1285476827633245E-11
  0.6008000000000000E+02  0.2068198074887086E-10  0.1271785376754552E-11
  0.6016000000000000E+02  0.2046347348399912E-10  0.1258256127378033E-11
  0.6024000000000000E+02  0.2024756010379907E-10  0.1244886960612185E-11
  0.6032000000000000E+02  0.2003420651889649E-10  0.1231675788064563E-11
  0.6040000000000000E+02  0.1982337912935043E-10  0.1218620551359796E-11
  0.6048000000000000E+02  0.1961504481706204E-10  0.1205719221665877E-11
  0.6056000000000000E+02  0.1940917093830963E-10  0.1192969799228567E-11
  0.6064000000000000E+02  0.1920572531640814E-10  0.1180370312913767E-11
  0.6072000000000000E+02  0.1900467623449016E-10  0.1167918819757714E-11
  0.6080000000000000E+02  0.1880599242840709E-10  0.1155613404524850E-11
  0.6088000000000000E+02  0.1860964307974751E-10  0.1143452179273237E-11
  0.6096000000000000E+02  0.1841559780897157E-10  0.1131433282927370E-11
  0.6104000000000000E+02  0.1822382666865835E-10  0.1119554880858251E-11
  0.6112000000000000E+02  0.1803430013686491E-10  0.1107815164470597E-11
  0.6120000000000000E+02  0.1784698911059489E-10  0.1096212350797059E-11
  0.6128000000000000E+02  0.1766186489937442E-10  0.1084744682099306E-11
  0.6136000000000000E+02  0.1747889921893389E-10  0.1073410425475865E-11
  0.6144000000000000E+02  0.1729806418499332E-10  0.1062207872476584E-11
  0.6152000000000000E+02  0.1711933230714994E-10  0.1051135338723616E-11
  0.6160000000000000E+02  0.1694267648286554E-10  0.1040191163538777E-11
  0.6168000000000000E+02  0.1676806999155260E-10  0.1029373709577189E-11
  0.6176000000000000E+02  0.1659548648875675E-10  0.1018681362467076E-11
  0.6184000000000000E+02  0.1642490000043452E-10  0.1008112530455625E-11
  0.6192000000000000E+02  0.1625628491732424E-10  0.9976656440607699E-12
  0.6200000000000000E+02  0.1608961598940860E-10  0.9873391557288225E-12
  0.6208000000000000E+02  0.1592486832046740E-10  0.9771315394978286E-12
  0.6216000000000000E+02  0.1576201736271871E-10  0.9670412906665474E-12
  0.6224000000000000E+02  0.1560103891154715E-10  0.9570669254689623E-12
  0.6232000000000000E+02  0.1544190910031751E-10  0.9472069807542179E-12
  0.6240000000000000E+02  0.1528460439527245E-10  0.9374600136718792E-12
  0.6248000000000000E+02  0.1512910159051261E-10  0.9278246013624341E-12
  0.6256000000000000E+02  0.1497537780305797E-10  0.9182993406529300E-12
  0.6264000000000000E+02  0.1482341046798892E-10  0.9088828477576678E-12
  0.6272000000000000E+02  0.1467317733366547E-10  0.8995737579838417E-12
  0.6280000000000000E+02  0.1452465645702358E-10  0.8903707254420627E-12
  0.6288000000000000E+02  0.1437782619894722E-10  0.8812724227616622E-12
  0.6296000000000000E+02  0.1423266521971464E-10  0.8722775408106942E-12
  0.6304000000000000E+02  0.1408915247451777E-10  0.8633847884205522E-12
  0.6312000000000000E+02  0.1394726720905349E-10  0.8545928921151232E-12
  0.6320000000000000E+02  0.1380698895518541E-10  0.8459005958443942E-12
  0.6328000000000000E+02  0.1366829752667523E-10  0.8373066607224420E-12
  0.6336000000000000E+02  0.1353117301498201E-10  0.8288098647697030E-12
  0.6344000000000000E+02  0.1339559578512881E-10  0.8204090026594849E-12
  0.6352000000000000E+02  0.1326154647163495E-10  0.8121028854686148E-12
  0.6360000000000000E+02  0.1312900597451330E-10  0.8038903404321698E-12
  0.6368000000000000E+02  0.1299795545533102E-10  0.7957702107022015E-12
  0.6376000000000000E+02  0.1286837633333317E-10  0.7877413551104054E-12
  0.6384000000000000E+02  0.1274025028162755E-10  0.7798026479346429E-12
  0.6392000000000000E+02  0.1261355922343031E-10  0.7719529786692712E-12
  0.6400000000000000E+02  0.1248828532837090E-10  0.7641912517991935E-12
